,original_Tweets,Currency,len,ID,Date,Source,Likes,RTs
0,"BTC surpassed Apple; SEC you can’t shut down Bitcoin, XRP move to close ... https://t.co/lPheTRU4BK via @YouTube",BTC,112,1382228515899240449,2021-04-14 07:05:33,Twitter Web App,0,0
1,"RT @ashwsbreal: When Bitcoin hits $100k I’m gonna
give $10,000 to 10 people randomly ( $1000 each ) just like and retweet this + be followi…",BTC,140,1382228514045329408,2021-04-14 07:05:32,Twitter for Android,0,267
2,"@Crypto_Mags Nah. Regret is a losers game. Honor that you have done the best you could. Honor the adventure. Love that you participated. Even if you end up broke or broken. God, to be a player, to participate ... it’s the ultimate gift.
#Bitcoin #cryptocurrenices #dontlookbacklove",BTC,281,1382228508559101959,2021-04-14 07:05:31,Twitter for iPhone,0,0
3,"@ecurrencyhodler Sonething, something, this is good for Bitcoin.",BTC,64,1382228507657347079,2021-04-14 07:05:31,Twitter for Android,0,0
4,RT @flurbnb: 💯 $100 to someone who retweets and follows @EthmonTer in 24 hours 💯 #giveaway #Bitcoin #Ethereum #BNB #TRX #DeFi #NFT,BTC,130,1382228505291849729,2021-04-14 07:05:30,Twitter for Android,0,1880
5,"RT @ashwsbreal: When Bitcoin hits $100k I’m gonna
give $10,000 to 10 people randomly ( $1000 each ) just like and retweet this + be followi…",BTC,140,1382228504901783552,2021-04-14 07:05:30,Twitter Web App,0,267
6,"RT @Investingcom: *BITCOIN CLIMBS TO NEW ALL-TIME HIGH, SURPASSING $64,000 FOR THE FIRST TIME EVER 🚀🚀

#BTC
#BITCOIN https://t.co/xpJZOtML74",BTC,140,1382228504788488192,2021-04-14 07:05:30,Twitter for Android,0,26
7,"RT @ashwsbreal: When Bitcoin hits $100k I’m gonna
give $10,000 to 10 people randomly ( $1000 each ) just like and retweet this + be followi…",BTC,140,1382228503484002304,2021-04-14 07:05:30,Twitter for Android,0,267
8,"Rt If this is Adorable 😍

#Bitcoin https://t.co/FP94aXgDeO",BTC,58,1382228501860868096,2021-04-14 07:05:30,Twitter for Android,0,0
9,"RT @cryptovenizo: $50 in 24hrs

✓ RT this 
✓ Follow me + @MatrixAINetwork
✓ Subscribe + Like video 
✓ Show proof

YTC: https://t.co/nR15Ids…",BTC,140,1382228494424317956,2021-04-14 07:05:28,Twitter Web App,0,815
10,"🐂 📈 Former CIA Director: Bitcoin is ""Too Transparent"" for Criminals to Launder Money With | BTCMANAGER - BTCMANAGER #BTC  https://t.co/Xh3ebKZZ8z",BTC,145,1382228494344724480,2021-04-14 07:05:28,,0,0
11,"RT @MMCrypto: OOPS, #BITCOIN DID IT AGAIN! https://t.co/vHoGZTtXj3",BTC,66,1382228489764442115,2021-04-14 07:05:27,Twitter for Android,0,206
12,"RT @ashwsbreal: When Bitcoin hits $100k I’m gonna
give $10,000 to 10 people randomly ( $1000 each ) just like and retweet this + be followi…",BTC,140,1382228486715232256,2021-04-14 07:05:26,Twitter Web App,0,267
13,"&gt; ""if all criminals used blockchain, we could wipe out illicit financial activity""

https://t.co/jFetae14Ir",BTC,110,1382228482550284289,2021-04-14 07:05:25,Twitter Web App,0,0
14,"RT @ashwsbreal: When Bitcoin hits $100k I’m gonna
give $10,000 to 10 people randomly ( $1000 each ) just like and retweet this + be followi…",BTC,140,1382228479673040896,2021-04-14 07:05:24,Twitter for iPhone,0,267
15,"Instead of using it on #Bitcoin, lets use the electricity to help Japan clean the #Fukushima water.
What good is money or speculation on a dead planet?

Otherwise we must #DeclareWarOnJapan to prevent the toxic water release.",BTC,225,1382228475512188928,2021-04-14 07:05:23,Twitter for Android,0,0
16,"@flurbnb @bitcoin_paris_ ·

3h

$1000 to someone who retweets this and follows @bitcoin_paris_, ends in 1 week! 

#giveaway #bitcoin

#ethereum #bnb",BTC,148,1382228473721331712,2021-04-14 07:05:23,Twitter Web App,0,0
17,RT @NuZuDu: #RT @Bitboy_Crypto: RT @BitboyNews: #Bitcoin plz go to moon! https://t.co/ztJisZA3vL,BTC,96,1382228473666621440,2021-04-14 07:05:23,Twitter Web App,0,1
18,Bitcoin Will reach $69K on 4/20 https://t.co/mkIUg7lESO,BTC,55,1382228472114733060,2021-04-14 07:05:22,Twitter Web App,0,0
19,Love a morning ATH. Just wish I bought more bitcoin. But unless I sell the house or car or pets.........anyone want a dog?,BTC,122,1382228472064573440,2021-04-14 07:05:22,Twitter for Android,0,0
20,"RT @noahkagan: When Bitcoin hits $69,000 I’m gonna give some randomly to people who like and retweet this. #bitcoin",BTC,115,1382228469392769024,2021-04-14 07:05:22,Twitter Web App,0,2263
21,RT @flurbnb: 💯 $300 to someone who retweets this and follows @simple_wolf_ in 4 days 💯 #giveaway #Bitcoin #Ethereum #BNB #TRX #money #Rippl…,BTC,140,1382228469162074113,2021-04-14 07:05:22,Twitter Web App,0,3601
22,"RT @Crypto_BC1: 🔥 ** 4000 $RSR Giveaway ** 🔥
Looking to engage with more of Crypto Twitter, so running a giveaway to make new connections 👍…",BTC,140,1382228466892886022,2021-04-14 07:05:21,Twitter Web App,0,458
23,RT @CryptoBoomNews: “This is moving towards the future. They should not ignore it. They should learn more about it because it is only going…,BTC,140,1382228465840238595,2021-04-14 07:05:21,Twitter for iPhone,0,5
24,Looking at #Bitcoin charts right now https://t.co/lAHjpze19E,BTC,60,1382228465429135364,2021-04-14 07:05:21,Twitter for iPhone,0,0
25,"Don't get left behind, there's still time. Join the crypto degens as we get mf rich https://t.co/UG1AnJlVLb",BTC,107,1382228464640532480,2021-04-14 07:05:21,Twitter for Android,0,0
26,"RT @cryptovenizo: $50 in 24hrs

✓ RT this 
✓ Follow me + @MatrixAINetwork
✓ Subscribe + Like video 
✓ Show proof

YTC: https://t.co/nR15Ids…",BTC,140,1382228464003010562,2021-04-14 07:05:21,Twitter for Android,0,815
27,"Rome fell
Britain died
America is collapsing in front of your eyes

Arise #Bitcoin

This is your time.",BTC,102,1382228463533256705,2021-04-14 07:05:20,Twitter for Android,0,0
28,"@AmundeGift @Bitcoin @Ochomma_Miracle True but it wouldn't last, that's the point @AmundeGift",BTC,93,1382228461620752384,2021-04-14 07:05:20,Twitter for Android,0,0
29,"RT @j0hnnybl1ng: I fucking love Bitcoin, nothing in this world better than winning at life with your mates 🟠",BTC,108,1382228461608005636,2021-04-14 07:05:20,Twitter for iPhone,0,9
30,"RT @J0E007: Happy for Brian becoming ""decabillionare"" but not going to forget the company he's leading attacked Bitcoin, repeatedly. And ma…",BTC,140,1382228460953858048,2021-04-14 07:05:20,Tweetbot for iΟS,0,4
31,"RT @cryptovenizo: $50 in 24hrs

✓ RT this 
✓ Follow me + @MatrixAINetwork
✓ Subscribe + Like video 
✓ Show proof

YTC: https://t.co/nR15Ids…",BTC,140,1382228460702076939,2021-04-14 07:05:20,Twitter for Android,0,815
32,RT @sunnydecree: retweet NOW if you like #bitcoin!,BTC,50,1382228459078959105,2021-04-14 07:05:19,Twitter for Android,0,36
33,@bitcoin_sun light https://t.co/ICtnlYEDOm,BTC,42,1382228458210795520,2021-04-14 07:05:19,Twitter for iPhone,0,0
34,Bitcoin is wilding 🙆🏾‍♂️ https://t.co/K5oRj3TWoc,BTC,48,1382228456310726657,2021-04-14 07:05:19,Twitter for iPhone,0,0
35,"RT @ashwsbreal: When Bitcoin hits $100k I’m gonna
give $10,000 to 10 people randomly ( $1000 each ) just like and retweet this + be followi…",BTC,140,1382228455203348481,2021-04-14 07:05:18,Twitter for Android,0,267
36,"RT @VincentGanne: BOURSE Briefing -   14/04/21 (CAC40, Bitcoin, Forex, Or/petrole), avec V... https://t.co/ZWuURY8P0z via @YouTube",BTC,130,1382228454066827265,2021-04-14 07:05:18,Twitter for Android,0,1
37,"RT @AltcoinDailyio: RETWEET to get #bitcoin to $65,000! 🚀🚀🚀",BTC,59,1382228451227144195,2021-04-14 07:05:17,Twitter for Android,0,276
38,"RT @MXC_Exchange: 🚀Recent performance of the M-Day tokensale projects on @MXC_Exchange, up to 1300% ROI. 

$DORA $REVV $A5T $MW $ALPA $ECEL…",BTC,140,1382228449817985025,2021-04-14 07:05:17,Twitter for iPhone,0,1
39,"RT @ashwsbreal: When Bitcoin hits $100k I’m gonna
give $10,000 to 10 people randomly ( $1000 each ) just like and retweet this + be followi…",BTC,140,1382228449490841600,2021-04-14 07:05:17,Twitter for Android,0,267
40,"RT @ashwsbreal: I will Giveaway 3000 Dogecoins
To 3 Followers ( 1000 Each ) 

Just like, Retweet and be 
Following  me 🔔

Tag your friends…",BTC,139,1382228445145419777,2021-04-14 07:05:16,Twitter for Android,0,2292
41,RT @DocumentingBTC: #Bitcoin was the fastest asset to reach $1 Trillion. https://t.co/NeJZ3aXfpe,BTC,96,1382228443891437568,2021-04-14 07:05:16,Twitter for iPhone,0,907
42,#Bitcoin You Can Fail and Still Get Rich | Michael Saylor https://t.co/MpzOLlm9I6 via @YouTube,BTC,94,1382228442826084353,2021-04-14 07:05:15,Twitter for iPhone,0,0
43,"RT @noahkagan: When Bitcoin hits $69,000 I’m gonna give some randomly to people who like and retweet this. #bitcoin",BTC,115,1382228442612109316,2021-04-14 07:05:15,Twitter for Android,0,2263
44,@Bitcoin Can we hit 69 this week 👉👈,BTC,35,1382228441672474625,2021-04-14 07:05:15,Twitter Web App,1,0
45,"RT @ashwsbreal: When Bitcoin hits $100k I’m gonna
give $10,000 to 10 people randomly ( $1000 each ) just like and retweet this + be followi…",BTC,140,1382228441521618944,2021-04-14 07:05:15,Twitter for Android,0,267
46,RT @scottmelker: #Bitcoin to 75k tomorrow or I delete this tweet and pretend I never said it.,BTC,93,1382228440418545671,2021-04-14 07:05:15,Twitter for Android,0,285
47,RT @HlugaTheGuy_: Sign up to @Vertexplatform and get your account verified to stand a chance to win some free cryptocurrency on Vertex Mark…,BTC,140,1382228439265075201,2021-04-14 07:05:15,Twitter for Android,0,113
48,"RT @ashwsbreal: When Bitcoin hits $100k I’m gonna
give $10,000 to 10 people randomly ( $1000 each ) just like and retweet this + be followi…",BTC,140,1382228438614876160,2021-04-14 07:05:14,Twitter Web App,0,267
49,"RT @ashwsbreal: When Bitcoin hits $100k I’m gonna
give $10,000 to 10 people randomly ( $1000 each ) just like and retweet this + be followi…",BTC,140,1382228437704736769,2021-04-14 07:05:14,Twitter for iPhone,0,267
50,"Current Bitcoin transaction fees: 
    
BCH Next Block: $0.0041 
BCH Median: $0.0015 

BTC Next Block: $16.25 🚨𝘼𝙡𝙚𝙧𝙩🚨
BTC Median: $9.50",BTC,135,1382228436446556161,2021-04-14 07:05:14,IFTTT,0,0
51,"#Bitcoin $BTC $ETH
SMASHHHHH THE LIKE BUTTON 
https://t.co/qHO5dB5gwH",BTC,69,1382228435313909760,2021-04-14 07:05:14,Twitter Web App,0,0
52,RT @CWNFeed: TIME' Magazine Will Start Paying Its President in #Bitcoin https://t.co/7R1MGmJMEa,BTC,95,1382228434361925633,2021-04-14 07:05:13,Twitter for Android,0,188
53,"RT @Grandle_DeFi: $GRAND will burn all unsold tokens from sales allocation that is 40 M $GRAND from total supply of 90 M.

#GRAND #Grandle…",BTC,139,1382228433976107009,2021-04-14 07:05:13,Twitter for Android,0,44
54,"Bitcoin maximalists take side pitting $ETH against #BSC because the real enemy is obfuscated from the picture

The real enemy of cryptocurrency growth is Bitcoin maximalists.",BTC,174,1382228423943155715,2021-04-14 07:05:11,Twitter Web App,0,0
55,"RT @ashwsbreal: When Bitcoin hits $100k I’m gonna
give $10,000 to 10 people randomly ( $1000 each ) just like and retweet this + be followi…",BTC,140,1382228423293112323,2021-04-14 07:05:11,Twitter for Android,0,267
56,"RT @Independent: New bitcoin price record is irrelevant compared to the ‘quiet revolution’ of cryptocurrency, experts say https://t.co/H4pA…",BTC,140,1382228418658508803,2021-04-14 07:05:10,Twitter Web App,0,6
57,"RT @lisaabramowicz1: Strong words, especially from a big crypto investor: “I do wonder whether at this point, Bitcoin should also be though…",BTC,140,1382228415437164546,2021-04-14 07:05:09,Twitter for iPhone,0,84
58,"RT @ashwsbreal: When Bitcoin hits $100k I’m gonna
give $10,000 to 10 people randomly ( $1000 each ) just like and retweet this + be followi…",BTC,140,1382228415185518599,2021-04-14 07:05:09,Twitter for Android,0,267
59,"RT @BittrexExchange: Like this tweet if you’re an OG #Bitcoin HODLer

Buy Bitcoin today at https://t.co/uhC29njiSQ https://t.co/cnzIDk65ji",BTC,138,1382228413834940419,2021-04-14 07:05:09,Twitter Web App,0,14
60,"RT @ashwsbreal: I will Giveaway 3000 Dogecoins
To 3 Followers ( 1000 Each ) 

Just like, Retweet and be 
Following  me 🔔

Tag your friends…",BTC,139,1382228412983615489,2021-04-14 07:05:08,Twitter for Android,0,2292
61,"Bam 💥 
#Bitcoin rises above $64K",BTC,32,1382228412383825920,2021-04-14 07:05:08,Twitter for iPhone,0,0
62,#Bitcoin is the fastest asset to reach $1 trillion.,BTC,51,1382228412035600387,2021-04-14 07:05:08,Twitter Web App,1,0
63,"RT @dabeard: The carbon emissions from Bitcoin mining alone in China, which accounts for 75% of Bitcoin blockchain operations globally, is…",BTC,139,1382228411351855106,2021-04-14 07:05:08,Twitter for Android,0,1298
64,RT @SimonDixonTwitt: HALF WAY THROUGH - My public commitment Day 45. Hold me accountable - a message on the next Bitcoin crash  https://t.c…,BTC,140,1382228407157657601,2021-04-14 07:05:07,Twitter Web App,0,1
65,"RT @cryptovenizo: $50 in 24hrs

✓ RT this 
✓ Follow me + @MatrixAINetwork
✓ Subscribe + Like video 
✓ Show proof

YTC: https://t.co/nR15Ids…",BTC,140,1382228407073665028,2021-04-14 07:05:07,Twitter for Android,0,815
66,"RT @ashwsbreal: When Bitcoin hits $100k I’m gonna
give $10,000 to 10 people randomly ( $1000 each ) just like and retweet this + be followi…",BTC,140,1382228406373281792,2021-04-14 07:05:07,Twitter for Android,0,267
67,"RT @AltcoinDailyio: RETWEET to get #bitcoin to $65,000! 🚀🚀🚀",BTC,59,1382228403412205572,2021-04-14 07:05:06,Twitter for iPhone,0,276
68,"Even then, code was saving a whole generation! 👊#bitcoin #GameBoy #TheColdestGameboy #TheColdestWallet @ngrave_official https://t.co/SVM4MinuXz",BTC,143,1382228403328315392,2021-04-14 07:05:06,Twitter Web App,0,0
69,"Once #Bitcoin Dominance hits 40 - 38 level (in the beginning of 2022)
That will be the top for altcoins, thats when you get out of the market, take profits and short the crypto market until weekly RSI in BTC is oversold in 2023 when you get in again, then repeat the cycle $btc https://t.co/rETwAp7RGT",BTC,301,1382228400987901955,2021-04-14 07:05:06,Twitter Web App,0,0
70,RT @sthenc: Someone I respect messaged me confused about why I'm throwing shade at Coinbase instead of being happy for them and what they'v…,BTC,140,1382228400056635394,2021-04-14 07:05:05,Twitter for iPhone,0,47
71,"RT @ashwsbreal: When Bitcoin hits $100k I’m gonna
give $10,000 to 10 people randomly ( $1000 each ) just like and retweet this + be followi…",BTC,140,1382228399532433408,2021-04-14 07:05:05,Twitter for iPhone,0,267
72,"RT @flurbnb: 🖤 $1000 to someone who retweets this and follows @bitcoin_paris_, ends in 1 week! 🖤 #giveaway #bitcoin #ethereum #bnb",BTC,130,1382228398764806146,2021-04-14 07:05:05,Twitter for Android,0,2949
73,"RT @Sweepsgg: I’m giving $100 to one lucky follower that retweets this within the next 24 hours. #Bitcoin 

To enter:
- Follow @rottencoin…",BTC,139,1382228398681030656,2021-04-14 07:05:05,Twitter Web App,0,2488
74,Entrepreneur: Bitcoin Hits Record Just Before Coinbase Is Set to List on Nasdaq | by @JChan1109 https://t.co/QOyE8kZBAl,BTC,119,1382228397196201987,2021-04-14 07:05:05,IFTTT,0,0
75,"@EmmetPeppers It’s clear from this thread that @Tesla has been fairly well understood and as thus fairly priced.
#Bitcoin is still massively misunderstood and has a lot more to run.",BTC,181,1382228394176286720,2021-04-14 07:05:04,Twitter for iPhone,0,0
76,That’s what is called #investing buy #Bitcoin and #cryptocurrencies and #HODL https://t.co/FrU32MumAq,BTC,101,1382228393891102721,2021-04-14 07:05:04,Twitter for iPhone,0,0
77,"RT @ashwsbreal: When Bitcoin hits $100k I’m gonna
give $10,000 to 10 people randomly ( $1000 each ) just like and retweet this + be followi…",BTC,140,1382228393664540673,2021-04-14 07:05:04,Twitter for iPhone,0,267
78,"RT @CryptoBull: Bitcoin going up, btc dominance going down. 

What a time to be alive!",BTC,86,1382228392607506434,2021-04-14 07:05:04,Twitter for Android,0,23
79,"RT @news18dotcom: #Dogecoin, which started as a joke has now reached an all time high -- is it going all the way to the moon? 🐶

https://t.…",BTC,140,1382228391416401922,2021-04-14 07:05:03,Twitter for iPad,0,4
80,"Dogecoin Reaches All-Time High, DOGE Market Cap Crosses $16 Billion
https://t.co/ZDb9SjJax2
#crypto #cryptocurrency #blockchain #bitcoin #ethereum",BTC,146,1382228388388208640,2021-04-14 07:05:03,Hootsuite Inc.,0,0
81,"Embracing #Bitcoin is now a matter of national security says former CIA Director (via @WanSamuel)

https://t.co/yuMZtGeTRc",BTC,122,1382228388342022145,2021-04-14 07:05:02,Hootsuite Inc.,0,0
82,@flurbnb @bitcoin_paris_ massive love,BTC,37,1382228388333580289,2021-04-14 07:05:02,Twitter Web App,0,0
83,🤝 Follow me on @betfury. Let's hunt for Bitcoins together! Get an exciting experience on #1 I-Gaming platform with #BTC staking payouts!💰.My Username: User486931 #betfurysuccess #bitcoin #staking,BTC,195,1382228386781757441,2021-04-14 07:05:02,Twitter Web App,0,0
84,"RT @ashwsbreal: When Bitcoin hits $100k I’m gonna
give $10,000 to 10 people randomly ( $1000 each ) just like and retweet this + be followi…",BTC,140,1382228386722942979,2021-04-14 07:05:02,Twitter for Android,0,267
85,"RT @cryptovenizo: $50 in 24hrs

✓ RT 
✓ Follow me and 
@topboycrypto

DM me to sponsor giveaway like this 🚀

#Bitcoin #BSC #NFT",BTC,127,1382228384877404160,2021-04-14 07:05:02,Twitter Web App,0,1669
86,Policy assessments for the carbon emission flows and sustainability of #Bitcoin blockchain operation in China : the annual energy consumption of the Bitcoin blockchain in China is expected to peak in 2024 at 296.59 Twh https://t.co/6gFjFcLOB3,BTC,242,1382228382281269249,2021-04-14 07:05:01,Buffer,1,0
87,a lyrics bot i was following just posted about bitcoin?????,BTC,59,1382228379244498944,2021-04-14 07:05:00,Twitter for iPhone,0,0
88,RT @flurbnb: 💯 $300 to someone who retweets this and follows @simple_wolf_ in 4 days 💯 #giveaway #Bitcoin #Ethereum #BNB #TRX #money #Rippl…,BTC,140,1382228376199385090,2021-04-14 07:05:00,Twitter for Android,0,3601
89,"RT @noahkagan: When Bitcoin hits $69,000 I’m gonna give some randomly to people who like and retweet this. #bitcoin",BTC,115,1382228372789551108,2021-04-14 07:04:59,Twitter for Android,0,2263
90,"RT @cryptovenizo: $50 in 24hrs

✓ RT this 
✓ Follow me and @cryptofreemonei

DM me to sponsor giveaway like this 🚀

#Bitcoin #BSC #NFT",BTC,134,1382228371380211713,2021-04-14 07:04:58,Twitter Web App,0,1556
91,"🚀Recent performance of the M-Day tokensale projects on @MXC_Exchange, up to 1300% ROI. 

$DORA $REVV $A5T $MW $ALPA $ECELL $CPH $CENNZ $WGRT $PLT

🔥Upcoming #tokensale: $GMEE @GameeApp 

👉Details: https://t.co/rstEHdt3P4

#cryptocurrenices #Bitcoin https://t.co/eIpt56QqfD",BTC,272,1382228369484378112,2021-04-14 07:04:58,Twitter Web App,2,1
92,"RT @ashwsbreal: Just Found 3.66 #Bitcoin in 
my Bitstamp wallet which I bought 
on March 24, 2020 at the Price 
of $6,793 Per Bitcoin. 

Th…",BTC,140,1382228363071340544,2021-04-14 07:04:56,Twitter for Android,0,63
93,"RT @DocumentingBTC: TIME magazine, the 98 year-old publication, plans to start HODLING #bitcoin on its balance sheet.",BTC,117,1382228357543305222,2021-04-14 07:04:55,Twitter for iPhone,0,675
94,"RT @flurbnb: 🖤 $1000 to someone who retweets this and follows @bitcoin_paris_, ends in 1 week! 🖤 #giveaway #bitcoin #ethereum #bnb",BTC,130,1382228355383140355,2021-04-14 07:04:55,Twitter Web App,0,2949
95,"Also knowing ur expertise..don't u think the extraordinary pump of bitcoin portends extreme dangers...isn't this becoming akin to those money doubling scam.
Gold the traditional hedge against inflation..is not bubbling but some idea invented by an unknown entity is up crazy",BTC,274,1382228351427969025,2021-04-14 07:04:54,Twitter for Android,0,0
96,"RT @ashwsbreal: I will Giveaway 3000 Dogecoins
To 3 Followers ( 1000 Each ) 

Just like, Retweet and be 
Following  me 🔔

Tag your friends…",BTC,139,1382228349934837761,2021-04-14 07:04:53,Twitter Web App,0,2292
97,"Summer looks like it’s come early for #cardano hodlers, yet it’s still #Bitcoin linked around #Coinbase ipo speculation

Suspect price needs to be above $8 for true independence to start to emerge, a price in 2018 that seemed impossible but today inevitable, no longer if but when",BTC,280,1382228349335048196,2021-04-14 07:04:53,Twitter for iPad,0,0
98,RT @maxkeiser: #Bitcoin fixes this.,BTC,35,1382228346872999936,2021-04-14 07:04:53,Twitter for iPhone,0,16
99,"RT @cryptovenizo: $50 in 24hrs

✓ RT this 
✓ Follow me + @MatrixAINetwork
✓ Subscribe + Like video 
✓ Show proof

YTC: https://t.co/nR15Ids…",BTC,140,1382228346843459587,2021-04-14 07:04:53,Twitter for Android,0,815
0,RT @The_NFT_Wizard: First bid of the day helping small #nftartists #NFTCommunity #Ethereum @Oleg_art3D https://t.co/EshCIRv3br,ETH,126,1382228528742154243,2021-04-14 07:05:36,Twitter Web App,0,1
1,"RT @AirdropStario: 💧Bithashex Airdrop💧

🏆 Task:          ➕  Up to 50 BHAX (~$250)

👨‍👩‍👧 Referral:  ➕  2 BHAX (~$10)

🔛  Airdrop Link &amp; Inf…",ETH,144,1382228528440090626,2021-04-14 07:05:36,Twitter Web App,0,4451
2,RT @Cashbro303: ❤️ $100 to someone who retweets this and likes this youtube video in 24 hours 🔥 #giveaway #Bitcoin   #Ethereum #BNB   #TRX …,ETH,140,1382228525550166018,2021-04-14 07:05:35,Twitter for Android,0,1673
3,NEKO — NEKOs are the cutest generated cat NFTs on the Ethereum https://t.co/BYBQehAEod,ETH,86,1382228519506296833,2021-04-14 07:05:34,IFTTT,0,0
4,RT @flurbnb: 🔥 $300 to someone who retweets this and follows @ReChainFinance in 4 days 🔥 #giveaway #Bitcoin #Ethereum #BNB #TRX #money #Rip…,ETH,140,1382228519011385348,2021-04-14 07:05:34,Twitter for iPhone,0,2529
5,RT @flurbnb: 💯 $100 to someone who retweets and follows @EthmonTer in 24 hours 💯 #giveaway #Bitcoin #Ethereum #BNB #TRX #DeFi #NFT,ETH,130,1382228505291849729,2021-04-14 07:05:30,Twitter for Android,0,1880
6,"RT @Bitboy_Crypto: Bold Prediction:

#Ethereum WILL HIT $2,500

That's the tweet. #ETHGang",ETH,90,1382228505258233858,2021-04-14 07:05:30,Twitter for iPhone,0,712
7,"@flurbnb @bitcoin_paris_ ·

3h

$1000 to someone who retweets this and follows @bitcoin_paris_, ends in 1 week! 

#giveaway #bitcoin

#ethereum #bnb",ETH,148,1382228473721331712,2021-04-14 07:05:23,Twitter Web App,0,0
8,RT @flurbnb: 💯 $300 to someone who retweets this and follows @simple_wolf_ in 4 days 💯 #giveaway #Bitcoin #Ethereum #BNB #TRX #money #Rippl…,ETH,140,1382228469162074113,2021-04-14 07:05:22,Twitter Web App,0,3601
9,"RT @investindigital: I've been rewatching these 3 videos from @BanklessHQ  the last several weeks for everything happening in #Ethereum 

E…",ETH,140,1382228416431321088,2021-04-14 07:05:09,Twitter for Android,0,14
10,"RT @Investingcom: *ETHEREUM HITS NEW RECORD HIGH OF $2,349.99

#ETHEREUM #ETH https://t.co/iTXfj4CBtw",ETH,101,1382228409242161154,2021-04-14 07:05:07,Twitter for iPhone,0,80
11,"RT @Snarrrky: My next #GIVEAWAY...
Mona Lisa Punk
Another crazy decision!

For a chance to win....

1. Follow
2. Like and Retweet
3. Tag fr…",ETH,140,1382228399264047104,2021-04-14 07:05:05,Test app123345512,0,40
12,"RT @flurbnb: 🖤 $1000 to someone who retweets this and follows @bitcoin_paris_, ends in 1 week! 🖤 #giveaway #bitcoin #ethereum #bnb",ETH,130,1382228398764806146,2021-04-14 07:05:05,Twitter for Android,0,2950
13,"RT @whale_alert: 💵 💵 💵 💵  39,957,338 #USDC (39,957,338 USD) minted at USDC Treasury

https://t.co/G0nXuTbMPe",ETH,108,1382228391089307648,2021-04-14 07:05:03,Twitter for Android,0,3
14,"Dogecoin Reaches All-Time High, DOGE Market Cap Crosses $16 Billion
https://t.co/ZDb9SjJax2
#crypto #cryptocurrency #blockchain #bitcoin #ethereum",ETH,146,1382228388388208640,2021-04-14 07:05:03,Hootsuite Inc.,0,0
15,RT @flurbnb: 💯 $300 to someone who retweets this and follows @simple_wolf_ in 4 days 💯 #giveaway #Bitcoin #Ethereum #BNB #TRX #money #Rippl…,ETH,140,1382228376199385090,2021-04-14 07:05:00,Twitter for Android,0,3601
16,"@Snarrrky Nice gift. Thank you

0xD80D68EC0Ba6F21f1400ed0EA83ce315E26dD847

@Kaan_Hun_1 @buharaGs @nhtctnkyaa @longvuong22 

#NFTs #NFT #nftart #cryptoart #nftcollectors #nftcollector #Ethereum  #crypto #NFTartist #opensea",ETH,222,1382228365466304512,2021-04-14 07:04:57,Twitter Web App,0,0
17,"🤝 Mint - 💰39,957,340 #USDC (39,957,340 USD) move from unknown wallet to #usdc treasury
 
Date : 2021-04-14 07:02:27 (GMT 0)
Blockchain : #ETHEREUM
Symbol : #USDC
 
Detail: https://t.co/7lq8JBe4eR",ETH,195,1382228360898707458,2021-04-14 07:04:56,ClankApp,0,0
18,"RT @flurbnb: 🖤 $1000 to someone who retweets this and follows @bitcoin_paris_, ends in 1 week! 🖤 #giveaway #bitcoin #ethereum #bnb",ETH,130,1382228355383140355,2021-04-14 07:04:55,Twitter Web App,0,2950
19,RT @flurbnb: 💰 $50 to someone who retweets and follows @CircleMediaid + joins telegram https://t.co/SONLck1ZF8 in 12 hours 💰 #giveaway #Bit…,ETH,140,1382228344717115392,2021-04-14 07:04:52,Twitter for iPhone,0,564
20,RT @flurbnb: 💚 $300 to someone who retweets this and follows @RickcryptoRick with 🔔 on in 4 days 💚 #giveaway #bitcoin #ethereum #bnb $POODL,ETH,139,1382228330582216705,2021-04-14 07:04:49,Twitter Web App,0,3703
21,"RT @Snarrrky: My next #GIVEAWAY...
Mona Lisa Punk
Another crazy decision!

For a chance to win....

1. Follow
2. Like and Retweet
3. Tag fr…",ETH,140,1382228320415256577,2021-04-14 07:04:46,Twitter for Android,0,40
22,RT @flurbnb: 💯 $100 to someone who retweets and follows @EthmonTer in 24 hours 💯 #giveaway #Bitcoin #Ethereum #BNB #TRX #DeFi #NFT,ETH,130,1382228318062190593,2021-04-14 07:04:46,Twitter for Android,0,1880
23,"WHAT IS GOING ON WITH CRYPTO RIGHT NOW? BITCOIN, DOGECOIN, ETHEREUM, CAR... https://t.co/sYKT2UmxVS via @YouTube",ETH,112,1382228317458337797,2021-04-14 07:04:46,Twitter Web App,0,0
24,RT @flurbnb: 💯 $100 to someone who retweets and follows @EthmonTer in 24 hours 💯 #giveaway #Bitcoin #Ethereum #BNB #TRX #DeFi #NFT,ETH,130,1382228315008815106,2021-04-14 07:04:45,Twitter for iPhone,0,1880
25,RT @flurbnb: 🚀 $100 to someone who retweets this and follows @jan_ggmu in 24 hours 🚀 #giveaway #Bitcoin #Ethereum #BNB #TRX,ETH,123,1382228312592941056,2021-04-14 07:04:44,Twitter for iPhone,0,2960
26,"RT @flurbnb: 🖤 $1000 to someone who retweets this and follows @bitcoin_paris_, ends in 1 week! 🖤 #giveaway #bitcoin #ethereum #bnb",ETH,130,1382228310697127937,2021-04-14 07:04:44,Twitter for Android,0,2950
